ts;Time;temp1;temp2;Package-id-0;Core-0-temp;Core-1-temp;Thread-0-freq;Thread-1-freq;Thread-2-freq;Thread-3-freq;
1556095692;2019-04-24-12:48;+27.8;+29.8;+55.0;+46.0;+55.0;3500.019;3500.000;3499.998;3499.997;
1556095695;2019-04-24-12:48;+27.8;+29.8;+58.0;+58.0;+54.0;3498.169;3480.840;3498.494;3421.311;
1556095698;2019-04-24-12:48;+27.8;+29.8;+50.0;+50.0;+50.0;2900.007;2900.008;2900.003;2900.008;
1556095701;2019-04-24-12:48;+27.8;+29.8;+39.0;+38.0;+37.0;1188.845;1076.377;1262.258;1145.937;
1556095705;2019-04-24-12:48;+27.8;+29.8;+38.0;+37.0;+37.0;800.011;800.014;800.030;800.003;
1556095708;2019-04-24-12:48;+27.8;+29.8;+43.0;+41.0;+43.0;3310.997;3327.218;3424.754;3420.748;
1556095711;2019-04-24-12:48;+27.8;+29.8;+53.0;+53.0;+53.0;3499.998;3500.012;3499.999;3500.022;
1556095714;2019-04-24-12:48;+27.8;+29.8;+54.0;+54.0;+50.0;3500.025;3500.031;3500.073;3500.002;
1556095717;2019-04-24-12:48;+27.8;+29.8;+39.0;+38.0;+37.0;1183.357;1100.231;1251.292;1153.815;
1556095720;2019-04-24-12:48;+27.8;+29.8;+39.0;+38.0;+37.0;1300.007;1300.005;1300.011;1300.006;
1556095723;2019-04-24-12:48;+27.8;+29.8;+39.0;+37.0;+37.0;800.043;800.009;800.050;800.005;
1556095726;2019-04-24-12:48;+27.8;+29.8;+38.0;+37.0;+37.0;1300.026;1300.008;1300.062;1300.004;
1556095729;2019-04-24-12:48;+27.8;+29.8;+38.0;+37.0;+37.0;800.007;800.005;800.057;800.016;
1556095732;2019-04-24-12:48;+27.8;+29.8;+39.0;+38.0;+38.0;806.112;803.934;803.924;800.775;
1556095735;2019-04-24-12:48;+27.8;+29.8;+38.0;+37.0;+37.0;811.356;810.428;813.621;805.021;
1556095738;2019-04-24-12:48;+27.8;+29.8;+38.0;+37.0;+37.0;800.011;800.023;800.007;800.048;
1556095741;2019-04-24-12:49;+27.8;+29.8;+49.0;+47.0;+49.0;2900.023;2900.007;2900.005;2900.005;
1556095744;2019-04-24-12:49;+27.8;+29.8;+38.0;+37.0;+37.0;799.998;800.005;799.999;800.024;
1556095747;2019-04-24-12:49;+27.8;+29.8;+52.0;+47.0;+53.0;3498.574;3209.504;3498.115;3473.803;
1556095750;2019-04-24-12:49;+27.8;+29.8;+38.0;+37.0;+37.0;800.011;800.009;800.030;800.007;
1556095753;2019-04-24-12:49;+27.8;+29.8;+62.0;+63.0;+51.0;3499.999;3500.011;3500.000;3500.003;
1556095756;2019-04-24-12:49;+27.8;+29.8;+52.0;+52.0;+49.0;3500.010;3500.122;3499.997;3500.004;
1556095759;2019-04-24-12:49;+27.8;+29.8;+39.0;+37.0;+37.0;841.568;805.529;802.147;840.977;
1556095762;2019-04-24-12:49;+27.8;+29.8;+69.0;+69.0;+68.0;3499.999;3500.000;3499.999;3500.000;
1556095765;2019-04-24-12:49;+27.8;+29.8;+45.0;+45.0;+43.0;2400.011;2400.008;2400.006;2400.009;
1556095768;2019-04-24-12:49;+27.8;+29.8;+65.0;+65.0;+47.0;3499.999;3500.038;3500.007;3500.017;
1556095771;2019-04-24-12:49;+27.8;+29.8;+41.0;+41.0;+40.0;812.322;812.393;817.566;808.804;
1556095774;2019-04-24-12:49;+27.8;+29.8;+39.0;+37.0;+37.0;800.039;800.010;800.029;800.054;
1556095777;2019-04-24-12:49;+27.8;+29.8;+39.0;+37.0;+37.0;800.011;800.052;800.006;800.009;
1556095780;2019-04-24-12:49;+27.8;+29.8;+38.0;+37.0;+37.0;795.867;800.006;793.336;800.020;
1556095784;2019-04-24-12:49;+27.8;+29.8;+53.0;+53.0;+50.0;3500.009;3500.004;3500.011;3499.988;
1556095787;2019-04-24-12:49;+27.8;+29.8;+52.0;+52.0;+49.0;3500.005;3500.028;3499.997;3500.144;
1556095790;2019-04-24-12:49;+27.8;+29.8;+39.0;+37.0;+37.0;800.009;800.006;800.008;800.010;
1556095793;2019-04-24-12:49;+27.8;+29.8;+57.0;+57.0;+56.0;3500.001;3500.024;3500.000;3499.999;
1556095796;2019-04-24-12:49;+27.8;+29.8;+39.0;+38.0;+37.0;899.999;899.999;900.001;900.000;
1556095799;2019-04-24-12:49;+27.8;+29.8;+40.0;+39.0;+39.0;1300.039;1300.021;1300.089;1300.057;
1556095802;2019-04-24-12:50;+27.8;+29.8;+51.0;+51.0;+48.0;3500.009;3500.146;3500.000;3499.996;
1556095805;2019-04-24-12:50;+27.8;+29.8;+49.0;+49.0;+40.0;3499.979;3500.006;3499.999;3500.028;
1556095808;2019-04-24-12:50;+27.8;+29.8;+58.0;+58.0;+56.0;3500.038;3500.002;3500.003;3500.002;
1556095811;2019-04-24-12:50;+27.8;+29.8;+40.0;+40.0;+40.0;2941.767;2818.449;2830.402;2928.837;
1556095814;2019-04-24-12:50;+27.8;+29.8;+45.0;+45.0;+44.0;2899.999;2900.097;2900.003;2900.008;
1556095817;2019-04-24-12:50;+27.8;+29.8;+41.0;+40.0;+40.0;2000.066;2000.001;2000.006;2000.008;
1556095820;2019-04-24-12:50;+27.8;+29.8;+39.0;+37.0;+37.0;800.028;800.006;800.053;800.005;
1556095823;2019-04-24-12:50;+27.8;+29.8;+39.0;+37.0;+37.0;800.010;800.007;800.006;800.027;
1556095826;2019-04-24-12:50;+27.8;+29.8;+53.0;+42.0;+53.0;3500.019;3499.997;3500.001;3500.000;
1556095829;2019-04-24-12:50;+27.8;+29.8;+39.0;+38.0;+39.0;900.005;900.003;900.003;900.002;
1556095832;2019-04-24-12:50;+27.8;+29.8;+59.0;+59.0;+49.0;1076.436;968.817;877.522;1979.421;
1556095835;2019-04-24-12:50;+27.8;+29.8;+39.0;+37.0;+37.0;800.010;800.010;800.015;800.016;
1556095838;2019-04-24-12:50;+27.8;+29.8;+45.0;+43.0;+43.0;2000.007;2000.039;2000.009;2000.023;
1556095841;2019-04-24-12:50;+27.8;+29.8;+63.0;+63.0;+48.0;3497.115;3497.469;3496.409;3489.431;
1556095844;2019-04-24-12:50;+27.8;+29.8;+39.0;+37.0;+37.0;800.007;800.001;800.004;800.003;
1556095847;2019-04-24-12:50;+27.8;+29.8;+39.0;+38.0;+38.0;900.004;900.011;899.998;900.008;
1556095850;2019-04-24-12:50;+27.8;+29.8;+44.0;+44.0;+43.0;2871.131;2900.005;2791.147;2900.074;
1556095853;2019-04-24-12:50;+27.8;+29.8;+66.0;+66.0;+54.0;3500.002;3500.004;3500.001;3499.998;
1556095856;2019-04-24-12:50;+27.8;+29.8;+62.0;+62.0;+60.0;3500.002;3500.006;3500.000;3500.001;
1556095859;2019-04-24-12:50;+27.8;+29.8;+40.0;+39.0;+39.0;816.476;800.004;806.785;809.395;
1556095862;2019-04-24-12:51;+27.8;+29.8;+39.0;+37.0;+37.0;800.007;800.019;800.058;800.006;
1556095865;2019-04-24-12:51;+27.8;+29.8;+38.0;+37.0;+37.0;900.007;900.012;900.036;900.024;
1556095869;2019-04-24-12:51;+27.8;+29.8;+46.0;+46.0;+42.0;2599.697;2599.442;2576.432;2571.515;
1556095872;2019-04-24-12:51;+27.8;+29.8;+58.0;+44.0;+58.0;3500.014;3500.000;3499.989;3499.998;
1556095875;2019-04-24-12:51;+27.8;+29.8;+39.0;+37.0;+37.0;868.044;854.806;866.894;849.555;
1556095878;2019-04-24-12:51;+27.8;+29.8;+39.0;+37.0;+37.0;1300.006;1300.002;1300.012;1300.025;
1556095881;2019-04-24-12:51;+27.8;+29.8;+55.0;+51.0;+55.0;3500.011;3500.012;3500.122;3499.996;
1556095884;2019-04-24-12:51;+27.8;+29.8;+67.0;+67.0;+48.0;3500.000;3500.001;3500.000;3499.999;
1556095887;2019-04-24-12:51;+27.8;+29.8;+38.0;+38.0;+37.0;832.268;848.705;806.340;829.575;
1556095890;2019-04-24-12:51;+27.8;+29.8;+39.0;+37.0;+37.0;900.003;900.003;900.008;900.005;
1556095893;2019-04-24-12:51;+27.8;+29.8;+47.0;+47.0;+47.0;2809.832;2891.789;2578.345;2895.417;
1556095896;2019-04-24-12:51;+27.8;+29.8;+39.0;+38.0;+38.0;800.020;800.002;800.006;800.004;
1556095899;2019-04-24-12:51;+27.8;+29.8;+39.0;+38.0;+38.0;981.039;1106.176;1093.793;1069.215;
1556095902;2019-04-24-12:51;+27.8;+29.8;+39.0;+38.0;+37.0;799.999;800.001;800.004;800.001;
1556095905;2019-04-24-12:51;+27.8;+29.8;+63.0;+63.0;+47.0;3500.001;3499.999;3500.000;3500.001;
1556095908;2019-04-24-12:51;+27.8;+29.8;+40.0;+39.0;+39.0;1700.007;1700.013;1700.014;1700.014;
1556095911;2019-04-24-12:51;+27.8;+29.8;+39.0;+37.0;+37.0;816.461;842.390;844.353;838.409;
1556095914;2019-04-24-12:51;+27.8;+29.8;+38.0;+37.0;+37.0;860.005;857.535;831.831;843.878;
1556095917;2019-04-24-12:51;+27.8;+29.8;+38.0;+37.0;+37.0;799.999;800.005;800.002;800.004;
1556095920;2019-04-24-12:52;+27.8;+29.8;+63.0;+63.0;+52.0;3499.309;3500.004;3479.371;3482.116;
1556095923;2019-04-24-12:52;+27.8;+29.8;+38.0;+37.0;+37.0;800.009;800.021;800.009;800.024;
1556095926;2019-04-24-12:52;+27.8;+29.8;+38.0;+37.0;+37.0;1708.772;1877.087;1735.328;1707.312;
1556095929;2019-04-24-12:52;+27.8;+29.8;+39.0;+39.0;+38.0;900.028;900.009;900.009;900.013;
1556095932;2019-04-24-12:52;+27.8;+29.8;+39.0;+37.0;+37.0;800.001;800.001;800.000;800.003;
1556095935;2019-04-24-12:52;+27.8;+29.8;+39.0;+38.0;+39.0;804.677;873.779;829.022;826.778;
1556095938;2019-04-24-12:52;+27.8;+29.8;+39.0;+39.0;+39.0;2479.938;2744.983;3195.709;2850.953;
1556095942;2019-04-24-12:52;+27.8;+29.8;+39.0;+38.0;+37.0;968.908;902.217;946.439;930.059;
1556095945;2019-04-24-12:52;+27.8;+29.8;+38.0;+37.0;+37.0;1283.619;1150.288;941.114;1251.209;
1556095948;2019-04-24-12:52;+27.8;+29.8;+60.0;+60.0;+49.0;3299.978;3299.984;3300.002;3300.009;
1556095951;2019-04-24-12:52;+27.8;+29.8;+40.0;+39.0;+37.0;900.005;900.002;900.003;900.004;
1556095954;2019-04-24-12:52;+27.8;+29.8;+56.0;+56.0;+44.0;3500.029;3500.087;3500.000;3500.007;
1556095957;2019-04-24-12:52;+27.8;+29.8;+60.0;+60.0;+45.0;3499.991;3500.035;3499.999;3500.014;
1556095960;2019-04-24-12:52;+27.8;+29.8;+39.0;+37.0;+37.0;800.022;800.019;800.006;800.004;
1556095963;2019-04-24-12:52;+27.8;+29.8;+39.0;+37.0;+37.0;800.004;800.012;800.008;800.006;
1556095966;2019-04-24-12:52;+27.8;+29.8;+39.0;+38.0;+37.0;900.026;900.003;900.022;900.002;
1556095969;2019-04-24-12:52;+27.8;+29.8;+67.0;+67.0;+53.0;3500.000;3500.004;3500.002;3500.001;
1556095972;2019-04-24-12:52;+27.8;+29.8;+39.0;+37.0;+37.0;800.009;800.002;800.003;800.001;
1556095975;2019-04-24-12:52;+27.8;+29.8;+39.0;+38.0;+37.0;800.004;799.999;800.001;800.002;
1556095978;2019-04-24-12:52;+27.8;+29.8;+38.0;+37.0;+37.0;800.075;800.009;800.035;800.032;
1556095981;2019-04-24-12:53;+27.8;+29.8;+39.0;+37.0;+37.0;800.005;800.094;800.059;800.006;
1556095984;2019-04-24-12:53;+27.8;+29.8;+39.0;+37.0;+37.0;800.117;800.074;800.029;800.013;
1556095987;2019-04-24-12:53;+27.8;+29.8;+39.0;+38.0;+37.0;809.881;803.984;844.973;845.475;
1556095990;2019-04-24-12:53;+27.8;+29.8;+40.0;+39.0;+39.0;1199.863;1194.067;1199.888;1182.420;
1556095993;2019-04-24-12:53;+27.8;+29.8;+39.0;+38.0;+37.0;1200.004;1200.006;1200.003;1200.007;
1556095996;2019-04-24-12:53;+27.8;+29.8;+40.0;+39.0;+39.0;900.003;900.001;900.020;900.005;
1556095999;2019-04-24-12:53;+27.8;+29.8;+40.0;+39.0;+39.0;900.079;900.010;900.025;900.003;
1556096002;2019-04-24-12:53;+27.8;+29.8;+39.0;+37.0;+37.0;800.047;800.035;800.009;800.014;
1556096005;2019-04-24-12:53;+27.8;+29.8;+65.0;+50.0;+65.0;3499.971;3500.023;3500.001;3500.031;
1556096008;2019-04-24-12:53;+27.8;+29.8;+39.0;+38.0;+37.0;900.014;900.017;900.074;900.005;
1556096011;2019-04-24-12:53;+27.8;+29.8;+39.0;+37.0;+37.0;800.009;800.004;800.006;800.055;
1556096015;2019-04-24-12:53;+27.8;+29.8;+45.0;+44.0;+45.0;3500.007;3500.012;3500.076;3500.002;
1556096018;2019-04-24-12:53;+27.8;+29.8;+39.0;+37.0;+38.0;900.040;900.034;900.011;900.008;
1556096021;2019-04-24-12:53;+27.8;+29.8;+60.0;+60.0;+44.0;3500.442;3500.134;3500.001;3500.000;
1556096024;2019-04-24-12:53;+27.8;+29.8;+59.0;+59.0;+49.0;3500.006;3500.150;3500.001;3499.998;
1556096027;2019-04-24-12:53;+27.8;+29.8;+40.0;+39.0;+39.0;900.016;900.000;900.016;900.001;
1556096030;2019-04-24-12:53;+27.8;+29.8;+67.0;+63.0;+67.0;3498.352;3490.053;3482.185;3495.069;
1556096033;2019-04-24-12:53;+27.8;+29.8;+59.0;+59.0;+56.0;3032.747;3069.571;3274.992;3299.801;
1556096036;2019-04-24-12:53;+27.8;+29.8;+40.0;+39.0;+39.0;1300.006;1300.019;1300.025;1300.020;
1556096039;2019-04-24-12:53;+27.8;+29.8;+40.0;+38.0;+38.0;900.001;900.000;900.006;899.999;
1556096042;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+38.0;800.005;800.000;800.007;800.000;
1556096045;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+39.0;900.009;900.014;900.028;900.007;
1556096048;2019-04-24-12:54;+27.8;+29.8;+39.0;+37.0;+38.0;889.226;864.737;885.300;814.440;
1556096051;2019-04-24-12:54;+27.8;+29.8;+38.0;+37.0;+37.0;847.799;805.522;804.289;801.148;
1556096054;2019-04-24-12:54;+27.8;+29.8;+53.0;+53.0;+52.0;3500.001;3500.007;3500.005;3500.002;
1556096057;2019-04-24-12:54;+27.8;+29.8;+53.0;+46.0;+53.0;3200.004;3200.008;3200.001;3200.013;
1556096060;2019-04-24-12:54;+27.8;+29.8;+41.0;+40.0;+40.0;900.000;900.002;899.999;900.003;
1556096063;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+39.0;833.233;822.461;800.010;813.904;
1556096066;2019-04-24-12:54;+27.8;+29.8;+39.0;+37.0;+37.0;800.028;800.042;800.000;800.020;
1556096069;2019-04-24-12:54;+27.8;+29.8;+53.0;+48.0;+53.0;3500.001;3499.995;3500.008;3500.000;
1556096072;2019-04-24-12:54;+27.8;+29.8;+58.0;+43.0;+58.0;3500.006;3499.986;3500.059;3500.002;
1556096075;2019-04-24-12:54;+27.8;+29.8;+41.0;+40.0;+39.0;900.014;900.006;900.004;900.005;
1556096078;2019-04-24-12:54;+27.8;+29.8;+38.0;+37.0;+37.0;800.003;800.001;800.028;800.003;
1556096081;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+37.0;800.006;800.007;800.007;800.006;
1556096084;2019-04-24-12:54;+27.8;+29.8;+41.0;+40.0;+40.0;1400.003;1400.007;1400.005;1400.005;
1556096087;2019-04-24-12:54;+27.8;+29.8;+39.0;+37.0;+37.0;804.249;804.652;817.229;807.417;
1556096091;2019-04-24-12:54;+27.8;+29.8;+44.0;+42.0;+44.0;2300.033;2300.036;2300.094;2300.016;
1556096094;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+38.0;800.185;800.005;800.010;800.066;
1556096097;2019-04-24-12:54;+27.8;+29.8;+39.0;+38.0;+38.0;824.308;802.020;818.192;812.217;
1556096100;2019-04-24-12:55;+27.8;+29.8;+67.0;+67.0;+51.0;3500.001;3500.012;3500.000;3499.998;
1556096103;2019-04-24-12:55;+27.8;+29.8;+39.0;+38.0;+37.0;806.556;806.768;807.649;858.162;
1556096106;2019-04-24-12:55;+27.8;+29.8;+39.0;+37.0;+37.0;817.542;800.007;800.006;829.422;
1556096109;2019-04-24-12:55;+27.8;+29.8;+38.0;+37.0;+37.0;809.203;821.924;836.961;801.227;
1556096112;2019-04-24-12:55;+27.8;+29.8;+39.0;+38.0;+37.0;800.002;800.005;800.002;800.005;
1556096115;2019-04-24-12:55;+27.8;+29.8;+39.0;+39.0;+39.0;3500.011;3500.094;3500.002;3500.039;
1556096118;2019-04-24-12:55;+27.8;+29.8;+52.0;+52.0;+44.0;3500.005;3500.023;3500.009;3499.987;
1556096121;2019-04-24-12:55;+27.8;+29.8;+42.0;+40.0;+40.0;800.039;800.006;800.007;800.003;
1556096124;2019-04-24-12:55;+27.8;+29.8;+39.0;+37.0;+37.0;800.003;800.011;803.157;800.132;
1556096127;2019-04-24-12:55;+27.8;+29.8;+65.0;+57.0;+66.0;3499.999;3500.002;3499.997;3499.999;
1556096130;2019-04-24-12:55;+27.8;+29.8;+43.0;+42.0;+41.0;834.345;840.205;834.589;850.420;
1556096133;2019-04-24-12:55;+27.8;+29.8;+39.0;+38.0;+37.0;800.067;800.014;799.996;800.041;
1556096136;2019-04-24-12:55;+27.8;+29.8;+67.0;+61.0;+67.0;3484.513;3499.159;3478.689;3498.991;
1556096139;2019-04-24-12:55;+27.8;+29.8;+40.0;+39.0;+38.0;900.099;900.006;900.003;900.007;
1556096142;2019-04-24-12:55;+27.8;+29.8;+40.0;+39.0;+39.0;1797.214;1797.982;1797.644;1777.345;
1556096145;2019-04-24-12:55;+27.8;+29.8;+65.0;+58.0;+65.0;3500.000;3500.011;3500.001;3500.007;
1556096148;2019-04-24-12:55;+27.8;+29.8;+39.0;+37.0;+38.0;898.921;899.604;899.225;899.904;
1556096151;2019-04-24-12:55;+27.8;+29.8;+49.0;+48.0;+49.0;3492.271;3499.997;3499.190;3472.639;
1556096154;2019-04-24-12:55;+27.8;+29.8;+39.0;+38.0;+38.0;1315.489;957.925;1287.295;1229.895;
1556096157;2019-04-24-12:55;+27.8;+29.8;+40.0;+39.0;+39.0;900.003;900.010;900.003;900.028;
1556096160;2019-04-24-12:56;+27.8;+29.8;+55.0;+55.0;+53.0;904.329;1082.029;978.595;1064.853;
1556096163;2019-04-24-12:56;+27.8;+29.8;+39.0;+38.0;+38.0;807.543;843.774;846.577;850.966;
1556096167;2019-04-24-12:56;+27.8;+29.8;+51.0;+51.0;+45.0;3300.003;3299.998;3300.022;3300.015;
1556096170;2019-04-24-12:56;+27.8;+29.8;+40.0;+39.0;+39.0;1100.246;1100.038;1100.003;1100.019;
1556096173;2019-04-24-12:56;+27.8;+29.8;+53.0;+52.0;+53.0;3500.004;3500.000;3500.003;3500.000;
1556096176;2019-04-24-12:56;+27.8;+29.8;+40.0;+39.0;+39.0;1300.008;1300.003;1300.005;1300.047;
1556096179;2019-04-24-12:56;+27.8;+29.8;+39.0;+37.0;+38.0;837.404;833.278;848.824;833.767;
1556096182;2019-04-24-12:56;+27.8;+29.8;+53.0;+49.0;+53.0;3500.006;3500.007;3500.005;3500.010;
1556096185;2019-04-24-12:56;+27.8;+29.8;+41.0;+40.0;+39.0;1200.005;1200.008;1200.005;1200.007;
1556096188;2019-04-24-12:56;+27.8;+29.8;+40.0;+39.0;+39.0;836.806;803.109;802.520;840.837;
1556096191;2019-04-24-12:56;+27.8;+29.8;+54.0;+54.0;+45.0;3500.011;3500.013;3500.006;3500.003;
1556096194;2019-04-24-12:56;+27.8;+29.8;+40.0;+38.0;+38.0;900.012;900.008;900.007;900.005;
1556096197;2019-04-24-12:56;+27.8;+29.8;+53.0;+53.0;+51.0;3500.005;3500.012;3500.000;3500.002;
1556096200;2019-04-24-12:56;+27.8;+29.8;+42.0;+40.0;+40.0;1800.015;1800.005;1800.014;1800.003;
1556096203;2019-04-24-12:56;+27.8;+29.8;+38.0;+37.0;+37.0;800.006;800.004;800.013;800.026;
1556096206;2019-04-24-12:56;+27.8;+29.8;+49.0;+48.0;+49.0;3500.013;3500.114;3500.002;3500.005;
1556096209;2019-04-24-12:56;+27.8;+29.8;+39.0;+38.0;+37.0;800.003;800.041;800.016;800.007;
1556096212;2019-04-24-12:56;+27.8;+29.8;+39.0;+38.0;+37.0;900.008;900.011;900.006;900.001;
1556096215;2019-04-24-12:56;+27.8;+29.8;+38.0;+37.0;+37.0;800.005;800.014;800.010;800.000;
1556096218;2019-04-24-12:56;+27.8;+29.8;+40.0;+39.0;+39.0;1215.778;1326.708;1440.611;1239.541;
1556096221;2019-04-24-12:57;+27.8;+29.8;+40.0;+40.0;+39.0;2002.720;2040.950;2015.198;2001.854;
1556096224;2019-04-24-12:57;+27.8;+29.8;+40.0;+40.0;+39.0;2612.175;2621.911;2795.509;2854.596;
1556096227;2019-04-24-12:57;+27.8;+29.8;+38.0;+38.0;+37.0;900.010;899.999;900.008;899.999;
1556096230;2019-04-24-12:57;+27.8;+29.8;+41.0;+39.0;+40.0;800.003;800.001;800.007;800.007;
1556096233;2019-04-24-12:57;+27.8;+29.8;+40.0;+38.0;+38.0;1100.019;1100.010;1100.010;1100.007;
1556096236;2019-04-24-12:57;+27.8;+29.8;+39.0;+38.0;+37.0;900.054;900.003;900.006;900.000;
1556096239;2019-04-24-12:57;+27.8;+29.8;+39.0;+38.0;+38.0;800.012;800.000;800.004;800.012;
1556096243;2019-04-24-12:57;+27.8;+29.8;+38.0;+37.0;+37.0;800.005;800.005;800.002;800.002;
1556096246;2019-04-24-12:57;+27.8;+29.8;+38.0;+37.0;+37.0;800.112;800.011;800.029;800.034;
1556096249;2019-04-24-12:57;+27.8;+29.8;+50.0;+50.0;+49.0;3500.006;3500.006;3500.008;3500.003;
1556096252;2019-04-24-12:57;+27.8;+29.8;+53.0;+50.0;+53.0;3500.010;3500.002;3500.008;3500.003;
1556096255;2019-04-24-12:57;+27.8;+29.8;+39.0;+38.0;+37.0;800.005;800.007;800.005;800.006;
1556096258;2019-04-24-12:57;+27.8;+29.8;+40.0;+38.0;+39.0;800.007;800.006;800.013;800.002;
1556096261;2019-04-24-12:57;+27.8;+29.8;+38.0;+37.0;+37.0;826.684;834.222;829.468;835.260;
1556096264;2019-04-24-12:57;+27.8;+29.8;+39.0;+37.0;+37.0;800.008;800.005;800.010;800.087;
1556096267;2019-04-24-12:57;+27.8;+29.8;+40.0;+38.0;+38.0;800.002;800.007;800.006;800.003;
1556096270;2019-04-24-12:57;+27.8;+29.8;+38.0;+37.0;+37.0;793.259;799.890;794.083;799.920;
1556096273;2019-04-24-12:57;+27.8;+29.8;+41.0;+40.0;+40.0;2000.037;2000.033;2000.030;2000.033;
1556096276;2019-04-24-12:57;+27.8;+29.8;+57.0;+57.0;+44.0;3500.000;3500.016;3500.003;3500.005;
1556096279;2019-04-24-12:57;+27.8;+29.8;+39.0;+37.0;+37.0;800.009;800.003;800.005;800.004;
1556096282;2019-04-24-12:58;+27.8;+29.8;+53.0;+53.0;+49.0;3500.003;3499.998;3500.044;3500.008;
1556096285;2019-04-24-12:58;+27.8;+29.8;+39.0;+37.0;+37.0;800.011;800.009;800.036;800.025;
1556096288;2019-04-24-12:58;+27.8;+29.8;+44.0;+43.0;+43.0;1624.430;1695.505;1699.753;1699.733;
1556096291;2019-04-24-12:58;+27.8;+29.8;+38.0;+37.0;+37.0;868.172;821.978;836.061;833.845;
1556096294;2019-04-24-12:58;+27.8;+29.8;+38.0;+37.0;+37.0;800.010;800.013;800.003;800.005;
1556096297;2019-04-24-12:58;+27.8;+29.8;+52.0;+52.0;+50.0;3500.009;3500.176;3500.008;3500.030;
1556096300;2019-04-24-12:58;+27.8;+29.8;+39.0;+38.0;+38.0;979.260;863.718;1069.570;1172.473;
1556096303;2019-04-24-12:58;+27.8;+29.8;+39.0;+38.0;+38.0;900.003;900.008;900.005;900.003;
1556096306;2019-04-24-12:58;+27.8;+29.8;+59.0;+59.0;+56.0;3499.974;3500.007;3500.000;3500.001;
1556096309;2019-04-24-12:58;+27.8;+29.8;+39.0;+37.0;+37.0;800.017;800.015;800.011;800.024;
1556096312;2019-04-24-12:58;+27.8;+29.8;+42.0;+42.0;+41.0;1700.025;1700.256;1700.057;1700.020;
1556096316;2019-04-24-12:58;+27.8;+29.8;+43.0;+41.0;+41.0;1100.007;1100.000;1100.005;1100.008;
1556096319;2019-04-24-12:58;+27.8;+29.8;+68.0;+59.0;+68.0;3500.005;3499.994;3500.008;3499.998;
1556096322;2019-04-24-12:58;+27.8;+29.8;+41.0;+40.0;+39.0;799.999;800.003;800.001;800.004;
1556096325;2019-04-24-12:58;+27.8;+29.8;+39.0;+38.0;+37.0;827.224;826.641;825.654;842.599;
1556096328;2019-04-24-12:58;+27.8;+29.8;+39.0;+37.0;+39.0;800.060;800.006;800.010;800.040;
1556096331;2019-04-24-12:58;+27.8;+29.8;+66.0;+66.0;+48.0;3499.999;3500.009;3499.999;3500.001;
1556096334;2019-04-24-12:58;+27.8;+29.8;+40.0;+38.0;+39.0;900.001;900.001;900.000;900.004;
1556096337;2019-04-24-12:58;+27.8;+29.8;+40.0;+39.0;+39.0;3225.142;3143.441;3125.292;3103.687;
1556096340;2019-04-24-12:59;+27.8;+29.8;+39.0;+38.0;+37.0;900.010;900.088;900.024;900.023;
1556096343;2019-04-24-12:59;+27.8;+29.8;+69.0;+69.0;+63.0;3500.012;3477.357;3500.001;3487.679;
1556096346;2019-04-24-12:59;+27.8;+29.8;+54.0;+53.0;+54.0;3200.008;3200.006;3200.008;3200.007;
1556096349;2019-04-24-12:59;+27.8;+29.8;+65.0;+65.0;+51.0;3500.009;3499.996;3500.001;3500.000;
1556096352;2019-04-24-12:59;+27.8;+29.8;+39.0;+37.0;+37.0;799.998;800.000;799.998;800.000;
1556096355;2019-04-24-12:59;+27.8;+29.8;+39.0;+38.0;+39.0;1883.806;2075.415;1763.731;1971.293;
1556096358;2019-04-24-12:59;+27.8;+29.8;+45.0;+45.0;+42.0;2300.006;2300.006;2300.002;2300.006;
1556096361;2019-04-24-12:59;+27.8;+29.8;+39.0;+37.0;+38.0;900.003;900.007;900.007;900.004;
1556096364;2019-04-24-12:59;+27.8;+29.8;+38.0;+37.0;+37.0;900.001;900.004;900.027;900.005;
1556096367;2019-04-24-12:59;+27.8;+29.8;+39.0;+37.0;+37.0;1410.050;1232.393;1329.054;1227.162;
1556096370;2019-04-24-12:59;+27.8;+29.8;+41.0;+39.0;+39.0;900.003;900.002;900.028;900.004;
1556096373;2019-04-24-12:59;+27.8;+29.8;+69.0;+69.0;+60.0;3500.001;3500.006;3500.001;3500.005;
1556096376;2019-04-24-12:59;+27.8;+29.8;+53.0;+53.0;+53.0;3500.011;3500.005;3500.002;3500.030;
1556096379;2019-04-24-12:59;+27.8;+29.8;+42.0;+40.0;+40.0;1400.293;1400.005;1400.004;1400.159;
1556096382;2019-04-24-12:59;+27.8;+29.8;+53.0;+53.0;+50.0;3299.956;3299.993;3300.023;3300.004;
1556096385;2019-04-24-12:59;+27.8;+29.8;+41.0;+39.0;+39.0;900.008;900.015;900.033;900.018;
1556096389;2019-04-24-12:59;+27.8;+29.8;+41.0;+40.0;+41.0;900.007;900.006;900.081;899.997;
1556096392;2019-04-24-12:59;+27.8;+29.8;+39.0;+37.0;+37.0;800.017;800.042;800.033;800.021;
1556096395;2019-04-24-12:59;+27.8;+29.8;+39.0;+38.0;+37.0;800.034;800.027;800.080;800.006;
