ts;Time;temp1;temp2;Package id 0;Core 0;Core 1
1554129520;2019-04-01:18:38;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129523;2019-04-01:18:38;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129526;2019-04-01:18:38;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129529;2019-04-01:18:38;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129532;2019-04-01:18:38;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129535;2019-04-01:18:38;+27.8;	+29.8;	+65.0;	+65.0;	+60.0
1554129538;2019-04-01:18:38;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129541;2019-04-01:18:39;+27.8;	+29.8;	+63.0;	+63.0;	+61.0
1554129544;2019-04-01:18:39;+27.8;	+29.8;	+64.0;	+64.0;	+60.0
1554129547;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129550;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129553;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129556;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129559;2019-04-01:18:39;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129562;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+60.0
1554129565;2019-04-01:18:39;+27.8;	+29.8;	+63.0;	+63.0;	+61.0
1554129568;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129571;2019-04-01:18:39;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129575;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129578;2019-04-01:18:39;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129581;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129584;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129587;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129590;2019-04-01:18:39;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129593;2019-04-01:18:39;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129596;2019-04-01:18:39;+27.8;	+29.8;	+64.0;	+64.0;	+60.0
1554129599;2019-04-01:18:39;+27.8;	+29.8;	+66.0;	+66.0;	+61.0
1554129602;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129605;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129608;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129611;2019-04-01:18:40;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129614;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129617;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129620;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129623;2019-04-01:18:40;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129626;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129629;2019-04-01:18:40;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129632;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129635;2019-04-01:18:40;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129638;2019-04-01:18:40;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129641;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129644;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129647;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129650;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129653;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129656;2019-04-01:18:40;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129659;2019-04-01:18:40;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129662;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129666;2019-04-01:18:41;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129669;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129672;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+61.0
1554129675;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129678;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129681;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129684;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129687;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129690;2019-04-01:18:41;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129693;2019-04-01:18:41;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129696;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129699;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129703;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+61.0
1554129706;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129709;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129712;2019-04-01:18:41;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129715;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129718;2019-04-01:18:41;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129721;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129724;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+59.0
1554129727;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129730;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129733;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129736;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129739;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129743;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129746;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129749;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129752;2019-04-01:18:42;+27.8;	+29.8;	+64.0;	+64.0;	+61.0
1554129755;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129758;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129761;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129764;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129767;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129770;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129773;2019-04-01:18:42;+27.8;	+29.8;	+67.0;	+67.0;	+62.0
1554129776;2019-04-01:18:42;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129779;2019-04-01:18:42;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129782;2019-04-01:18:43;+27.8;	+29.8;	+64.0;	+64.0;	+62.0
1554129786;2019-04-01:18:43;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129789;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+61.0
1554129792;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129795;2019-04-01:18:43;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129798;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129801;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129804;2019-04-01:18:43;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129808;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129811;2019-04-01:18:43;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129814;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129817;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129820;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129823;2019-04-01:18:43;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129827;2019-04-01:18:43;+27.8;	+29.8;	+63.0;	+63.0;	+62.0
1554129830;2019-04-01:18:43;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129833;2019-04-01:18:43;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129836;2019-04-01:18:43;+27.8;	+29.8;	+67.0;	+67.0;	+62.0
1554129839;2019-04-01:18:43;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129842;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129845;2019-04-01:18:44;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129848;2019-04-01:18:44;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129851;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129854;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129857;2019-04-01:18:44;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129860;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129863;2019-04-01:18:44;+27.8;	+29.8;	+65.0;	+65.0;	+64.0
1554129866;2019-04-01:18:44;+27.8;	+29.8;	+67.0;	+67.0;	+62.0
1554129869;2019-04-01:18:44;+27.8;	+29.8;	+65.0;	+65.0;	+64.0
1554129872;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129875;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129878;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129881;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129885;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129888;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+65.0;	+62.0
1554129891;2019-04-01:18:44;+27.8;	+29.8;	+68.0;	+68.0;	+63.0
1554129894;2019-04-01:18:44;+27.8;	+29.8;	+67.0;	+66.0;	+62.0
1554129897;2019-04-01:18:44;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129900;2019-04-01:18:45;+27.8;	+29.8;	+65.0;	+65.0;	+62.0
1554129903;2019-04-01:18:45;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129908;2019-04-01:18:45;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129912;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129915;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129918;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129921;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129924;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129927;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129930;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+61.0
1554129933;2019-04-01:18:45;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129936;2019-04-01:18:45;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129939;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129942;2019-04-01:18:45;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129945;2019-04-01:18:45;+27.8;	+29.8;	+67.0;	+66.0;	+64.0
1554129948;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129951;2019-04-01:18:45;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554129954;2019-04-01:18:45;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129957;2019-04-01:18:45;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554129960;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554129963;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129966;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554129969;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554129972;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554129975;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129979;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554129982;2019-04-01:18:46;+27.8;	+29.8;	+65.0;	+66.0;	+63.0
1554129985;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554129988;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554129991;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554129994;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554129997;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130000;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130003;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130006;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130009;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130012;2019-04-01:18:46;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130015;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+62.0
1554130018;2019-04-01:18:46;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130021;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130024;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130027;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+66.0;	+64.0
1554130030;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130033;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130036;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130039;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130042;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130045;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130048;2019-04-01:18:47;+27.8;	+29.8;	+65.0;	+65.0;	+63.0
1554130051;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130055;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130058;2019-04-01:18:47;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130061;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130064;2019-04-01:18:47;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130067;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130070;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130073;2019-04-01:18:47;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130076;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130079;2019-04-01:18:47;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130082;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130085;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130088;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130091;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130094;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130097;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130100;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130103;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130106;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130109;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130112;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130115;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130118;2019-04-01:18:48;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130121;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130124;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130127;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130130;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130133;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130136;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130139;2019-04-01:18:48;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130142;2019-04-01:18:49;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130145;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130148;2019-04-01:18:49;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130151;2019-04-01:18:49;+27.8;	+29.8;	+68.0;	+68.0;	+63.0
1554130154;2019-04-01:18:49;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130157;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130160;2019-04-01:18:49;+27.8;	+29.8;	+65.0;	+65.0;	+64.0
1554130163;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130166;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130169;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130173;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130176;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130179;2019-04-01:18:49;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130182;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+66.0;	+64.0
1554130185;2019-04-01:18:49;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130188;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130191;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130194;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130197;2019-04-01:18:49;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130200;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130203;2019-04-01:18:50;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130206;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130209;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130212;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130215;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130218;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130221;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130224;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130227;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130230;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130233;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130236;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130239;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130242;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130245;2019-04-01:18:50;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130248;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130251;2019-04-01:18:50;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130254;2019-04-01:18:50;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130257;2019-04-01:18:50;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130260;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130263;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130266;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130269;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130272;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130275;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130278;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130281;2019-04-01:18:51;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130285;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+66.0;	+63.0
1554130288;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130291;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130294;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130297;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130300;2019-04-01:18:51;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130303;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130306;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130309;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130312;2019-04-01:18:51;+27.8;	+29.8;	+66.0;	+67.0;	+64.0
1554130315;2019-04-01:18:51;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130318;2019-04-01:18:51;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130321;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130324;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130327;2019-04-01:18:52;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130330;2019-04-01:18:52;+27.8;	+29.8;	+64.0;	+64.0;	+64.0
1554130333;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130336;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130339;2019-04-01:18:52;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130342;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130346;2019-04-01:18:52;+27.8;	+29.8;	+64.0;	+64.0;	+64.0
1554130349;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130352;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130355;2019-04-01:18:52;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130358;2019-04-01:18:52;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130361;2019-04-01:18:52;+27.8;	+29.8;	+68.0;	+68.0;	+64.0
1554130364;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130367;2019-04-01:18:52;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130370;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130373;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+62.0
1554130376;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130379;2019-04-01:18:52;+27.8;	+29.8;	+67.0;	+67.0;	+63.0
1554130382;2019-04-01:18:53;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130385;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130388;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130391;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130394;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130397;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130400;2019-04-01:18:53;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130403;2019-04-01:18:53;+27.8;	+29.8;	+68.0;	+68.0;	+65.0
1554130406;2019-04-01:18:53;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130409;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+66.0
1554130412;2019-04-01:18:53;+27.8;	+29.8;	+69.0;	+69.0;	+64.0
1554130415;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130418;2019-04-01:18:53;+27.8;	+29.8;	+69.0;	+69.0;	+65.0
1554130421;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+68.0;	+65.0
1554130424;2019-04-01:18:53;+27.8;	+29.8;	+49.0;	+49.0;	+47.0
1554130427;2019-04-01:18:53;+27.8;	+29.8;	+49.0;	+48.0;	+47.0
1554130430;2019-04-01:18:53;+27.8;	+29.8;	+66.0;	+66.0;	+64.0
1554130433;2019-04-01:18:53;+27.8;	+29.8;	+65.0;	+65.0;	+64.0
1554130436;2019-04-01:18:53;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130441;2019-04-01:18:54;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130444;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130447;2019-04-01:18:54;+27.8;	+29.8;	+68.0;	+67.0;	+64.0
1554130450;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130453;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130456;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+64.0
1554130459;2019-04-01:18:54;+27.8;	+29.8;	+66.0;	+66.0;	+65.0
1554130462;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
1554130465;2019-04-01:18:54;+27.8;	+29.8;	+67.0;	+67.0;	+65.0
